交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
19,119,G7256/7,1053,1242,上海,合肥
20,113,G7031,354,474,南京,上海
20,106,G7036,490,614,上海,南京
21,207,G7543,427,665,上海,温州南
21,171,G7334,690,908,温州南,上海
22,155,G7656/7,934,1108,杭州,合肥
22,151,G7658/5,1128,1302,合肥,杭州
23,8,G7015,840,940,南京,上海
23,46,G7054,980,1100,上海,南京
23,158,G7603,1130,1218,南京,杭州
23,263,G7612,1282,1363,杭州,南京
24,253,G9311,1128,1266,上海,衢州
24,254,G9312,1286,1407,衢州,上海
25,330,D9509,495,541,南京,芜湖
25,331,D9510,562,599,芜湖,南京
25,107,G7111,629,748,南京,上海
25,81,G7110,766,895,上海,南京
26,145,G7266/3,872,1046,合肥,上海
26,194,G7196/7,1074,1225,上海,合肥
27,92,G7084/5,517,758,上海,安庆
27,93,G7142/39,796,1038,安庆,上海
28,124,G7072/3,348,611,上海,安庆
28,125,G7134/1,632,870,安庆,上海
29,251,G7541,361,550,上海,台州
29,252,G7508,565,747,台州,上海
30,180,G7308,892,951,杭州,上海
30,90,G7116,974,1095,上海,南京
30,134,G7099,1125,1257,南京,上海
30,183,G7315,1290,1348,上海,杭州
31,282,D5651,411,517,合肥,安庆
31,283,D5654,537,648,安庆,合肥
31,284,D5657,680,785,合肥,安庆
31,285,D5658,811,916,安庆,合肥
32,173,G7505,433,650,南京,宁波
32,174,G7510,684,807,宁波,上海
32,22,G7016,840,941,上海,南京
33,181,G7365,967,1105,上海,江山
33,182,G7366,1126,1270,江山,上海
34,114,G7232/3,495,725,上海,六安
34,115,G7234/1,744,970,六安,上海
35,272,D5562/3,331,380,南京,扬州
35,273,D5564/1,405,457,扬州,南京
35,274,D5506/7,480,635,南京,南通
35,275,D5518/5,655,807,南通,南京
36,103,G7127,800,936,南京,上海
36,11,G7022,1020,1121,上海,南京
36,340,D9519,1135,1178,南京,芜湖
36,341,D9520,1200,1237,芜湖,南京
37,163,G7248/9,794,979,上海,合肥
37,142,G7166/3,1038,1225,合肥,上海
38,270,D5532/3,949,1110,南京,南通
38,271,D5544/1,1168,1320,南通,南京
39,246,G7467,578,766,杭州,苍南
39,247,G7468,787,983,苍南,杭州
40,223,G7507,496,728,南京,宁波
40,148,G7608,778,947,宁波,南京
41,288,DJ8698,312,402,合肥,南京
41,289,D5641,420,463,南京,芜湖
41,83,G7150/47,498,664,芜湖,上海
41,144,G7264/5,677,852,上海,合肥
42,191,G7417,785,893,合肥,黄山北
42,192,G7418,933,1034,黄山北,合肥
42,308,D5663,1064,1175,合肥,安庆
42,309,D5664,1195,1300,安庆,合肥
43,232,G7413,470,571,合肥,黄山北
43,233,G7414,593,701,黄山北,合肥
43,326,G9503,747,851,合肥,安庆
43,327,G9504,871,973,安庆,合肥
44,213,G7379,667,779,杭州,丽水
44,214,G7380,799,916,丽水,杭州
44,187,G7360,937,1041,杭州,上海
44,188,G7359,1074,1171,上海,杭州
45,344,D9526/7,1037,1186,南京,南通
45,345,D9528/5,1209,1357,南通,南京
46,12,G7023,1080,1179,南京,上海
46,111,G7066,1208,1329,上海,南京
47,15,G7002,420,525,上海,南京
47,17,G7005,540,639,南京,上海
47,255,G7509,658,773,上海,宁波
47,256,G7514,794,920,宁波,上海
48,336,D9515,868,905,南京,芜湖
48,147,G7284/1,938,1083,芜湖,上海
48,229,G7391/4,1098,1304,上海,南京
49,116,G7043,491,618,南京,上海
49,44,G7044,646,764,上海,南京
50,249,G7503,484,666,上海,台州
50,250,G7542,712,916,台州,上海
51,157,G7345,780,942,杭州,苍南
51,262,G7538,1004,1223,苍南,杭州
52,37,G7035,391,515,南京,上海
52,38,G7038,545,668,上海,南京
53,108,G7114,847,967,上海,南京
53,149,G7613,982,1075,南京,杭州
53,201,G7314,1142,1203,杭州,上海
54,72,G7032,353,474,上海,南京
54,223,G7507,496,728,南京,宁波
54,224,G7512,748,872,宁波,上海
55,24,G7019,960,1060,南京,上海
55,94,G7120,1089,1209,上海,南京
56,248,G7465,1029,1172,杭州,温州南
56,245,G7466,1233,1370,温州南,杭州
57,121,G7240/1,654,883,上海,六安
57,122,G7242/39,925,1151,六安,上海
58,179,G7305,810,876,上海,杭州
58,215,G7567,937,1093,杭州,温州南
58,216,G7340,1114,1324,温州南,上海
59,316,G9311/2,1128,1266,上海,衢州
59,317,G9312/2,1286,1407,衢州,上海
60,218,DJ7725,287,333,上海,杭州
60,219,G7361,350,444,杭州,江山
60,220,G7364,459,636,江山,上海
61,322,G9408/5,913,1064,合肥,上海
61,323,G9406/7,1089,1276,上海,合肥
62,244,G7463,1069,1217,杭州,温州南
62,245,G7466,1233,1370,温州南,杭州
63,314,G9246/7,921,1163,上海,安庆
63,315,G9248/5,1182,1404,安庆,上海
64,298,D5603,715,841,南京,安庆
64,299,D5606,860,992,安庆,南京
64,25,G7021,1020,1121,南京,上海
64,27,G7026,1140,1240,上海,南京
65,62,G7050,870,990,上海,南京
65,63,G7121,1015,1137,南京,上海
66,200,G7311,1047,1119,上海,杭州
66,189,G7352,1200,1291,杭州,上海
67,20,G7011,720,819,南京,上海
67,161,G7347,870,980,上海,金华南
67,162,G7644,1013,1161,金华南,南京
68,207,G7543,427,665,上海,温州南
68,208,G7546,680,930,温州南,上海
69,28,DJ7715,301,388,南京,上海
69,29,G7034,414,559,上海,南京
69,4,G7007,600,700,南京,上海
69,6,G7012,720,819,上海,南京
70,91,G7123,1114,1230,南京,上海
70,48,G7098,1265,1378,上海,南京
71,296,D5653,438,544,合肥,安庆
71,325,G9502,622,725,安庆,合肥
72,120,G7228/5,480,612,合肥,上海
72,117,G7236/7,640,819,上海,合肥
73,135,G7229,779,902,南京,上海
73,56,G7052,939,1064,上海,南京
74,87,G7105,518,644,南京,上海
74,88,G7106,665,778,上海,南京
75,143,G7258/5,461,657,合肥,上海
75,144,G7264/5,677,852,上海,合肥
76,12,G7023,1080,1179,南京,上海
76,36,G7068,1219,1341,上海,南京
77,1,G7001,420,520,南京,上海
77,66,G7104,534,650,上海,南京
77,67,G7113,665,771,南京,上海
77,68,G7112,793,916,上海,南京
78,126,G7140/1,904,1150,上海,安庆
78,315,G9248/5,1182,1404,安庆,上海
79,12,G7023,1080,1179,南京,上海
79,206,G7126,1230,1353,上海,南京
80,5,G7009,660,759,南京,上海
80,7,G7014,780,879,上海,南京
80,9,G7017,900,1000,南京,上海
80,33,G7056,1046,1165,上海,南京
81,190,G7501,410,687,上海,苍南
81,156,G7322,728,944,苍南,上海
82,131,G7092/3,828,1073,上海,安庆
82,132,G7094/1,1128,1368,安庆,上海
83,211,DJ7731,291,445,杭州,温州南
83,212,G7568,480,637,温州南,杭州
84,238,G7419,990,1111,合肥,黄山北
84,239,G7420,1140,1248,黄山北,合肥
85,19,G7010,660,759,上海,南京
85,21,G7013,780,879,南京,上海
85,225,G7517,896,1011,上海,宁波
85,260,G7550,1060,1170,宁波,上海
86,217,G7341,360,549,杭州,苍南
86,172,G7624,593,769,苍南,杭州
87,40,G7276/7/6,852,1079,上海,淮南东
87,41,G7275/8/5,1128,1318,淮南东,上海
88,152,G7369,389,472,杭州,丽水
88,153,G7632/3,488,737,丽水,合肥
88,154,G7634/1,759,911,合肥,杭州
89,264,D5502/3,420,573,南京,南通
89,265,D5514/1,600,764,南通,南京
90,75,G7057,867,988,南京,上海
90,76,G7208,1041,1075,上海,苏州
90,77,G7207,1106,1147,苏州,上海
90,78,G7062,1172,1293,上海,南京
91,108,G7114,847,967,上海,南京
91,338,D9517,995,1038,南京,芜湖
91,339,D9518,1060,1103,芜湖,南京
91,13,G7025,1140,1239,南京,上海
92,306,D5659,803,908,合肥,安庆
92,307,D5660,936,1041,安庆,合肥
92,286,D5662,1082,1187,合肥,安庆
92,287,D5665,1225,1331,安庆,合肥
93,168,G7609,833,980,南京,宁波
93,112,G7584,1013,1281,宁波,南京
94,296,D5653,438,544,合肥,安庆
94,297,D5602,577,697,安庆,南京
94,298,D5603,715,841,南京,安庆
94,327,G9504,871,973,安庆,合肥
95,326,G9503,747,851,合肥,安庆
95,327,G9504,871,973,安庆,合肥
95,328,G9505,1005,1118,合肥,安庆
95,329,G9506,1138,1233,安庆,合肥
96,52,G7244/5,713,886,上海,合肥
96,53,G7246/3,918,1111,合肥,上海
97,228,G7393/2,454,661,南京,上海
97,84,G7108,700,824,上海,南京
98,85,G7117,882,1004,南京,上海
98,86,G7118,1038,1159,上海,南京
99,169,G7649,927,1105,南京,衢州
99,170,G7650,1128,1310,衢州,南京
100,240,G7427,1083,1193,合肥,安庆
100,295,D5666,1249,1348,安庆,合肥
101,114,G7232/3,495,725,上海,六安
101,193,G7198/5,793,1032,六安,上海
102,114,G7232/3,495,725,上海,六安
102,236,G7198/5/2,793,1032,六安,上海
103,141,G7164/5,787,965,上海,合肥
103,164,G7250/47,997,1190,合肥,上海
104,35,G7103,439,565,南京,上海
104,60,G7040,594,712,上海,南京
105,96,G7148/9,815,982,上海,芜湖
105,97,G7288/5,1017,1207,芜湖,上海
106,166,DJ7699,310,378,南京,上海
106,230,G7395/8,447,660,上海,南京
107,39,G7049,700,823,南京,上海
107,175,G7515,840,955,上海,宁波
107,176,G7520,976,1240,宁波,南京
108,225,G7517,896,1011,上海,宁波
108,226,G7522,1035,1166,宁波,上海
109,34,DJ7716,305,408,上海,南京
109,159,G7643,424,653,南京,丽水
109,160,G7348,679,844,丽水,上海
110,73,G7045,569,696,南京,上海
110,74,G7046,740,852,上海,南京
111,110,G7029,336,450,南京,上海
111,2,G7004,480,579,上海,南京
111,30,G7047,609,727,南京,上海
111,31,G7048,745,874,上海,南京
112,109,G7119,983,1105,南京,上海
112,64,G7124,1169,1288,上海,南京
113,69,G7061,947,1070,南京,上海
113,70,G7058,1093,1220,上海,南京
114,129,G7080/1,464,712,上海,安庆
114,130,G7138/5,743,982,安庆,上海
115,320,G9402/3,831,1027,上海,合肥
115,321,G9404/1,1066,1236,合肥,上海
116,242,G7461,664,884,上海,温州南
116,243,G7464,904,1047,温州南,杭州
116,210,G7312,1080,1140,杭州,上海
117,268,D5512/3,555,698,南京,南通
117,269,D5524/1,714,862,南通,南京
118,218,DJ7725,287,333,上海,杭州
118,261,G7556,408,483,杭州,上海
118,42,G7206,505,546,上海,苏州
118,43,G7205,564,603,苏州,上海
119,218,DJ7725,287,333,上海,杭州
119,184,G7358,370,456,杭州,上海
119,259,G7549,490,622,上海,宁波
119,174,G7510,684,807,宁波,上海
120,293,D5605,828,954,南京,安庆
120,294,D5608,974,1094,安庆,南京
121,312,G9236/7,864,1080,上海,池州
121,313,G9238/5,1110,1345,池州,上海
122,302,DJ8697,300,390,南京,安庆
122,303,D5652,411,522,安庆,合肥
122,304,D5655,542,647,合肥,安庆
122,292,D5604,688,808,安庆,南京
123,99,G7053,790,915,南京,上海
123,136,G7218/9,929,1073,上海,芜湖
123,137,D5644,1095,1132,芜湖,南京
124,16,G7003,480,579,南京,上海
124,18,G7008,600,699,上海,南京
124,61,G7051,729,853,南京,上海
124,133,G7100,885,1011,上海,南京
125,8,G7015,840,940,南京,上海
125,10,G7020,960,1059,上海,南京
125,57,G7065,1092,1220,南京,上海
125,165,G7070,1240,1360,上海,南京
126,300,D5607,1010,1136,南京,安庆
126,301,D5610,1156,1270,安庆,南京
127,234,G7417/2,785,893,合肥,黄山北
127,235,G7418/2,933,1034,黄山北,合肥
127,240,G7427,1083,1193,合肥,安庆
127,241,G7428,1219,1315,安庆,合肥
128,198,G7317/20,694,837,上海,宜兴
128,199,G7319/8,863,1019,宜兴,上海
129,47,G7097,1120,1244,南京,上海
129,58,G7030,1260,1379,上海,南京
130,227,G7558,426,492,杭州,上海
130,177,G7351,578,667,上海,杭州
131,310,G9232/3,385,597,上海,铜陵
131,311,G9234/1,615,800,铜陵,上海
132,221,G7566/3,826,1086,合肥,杭州
132,150,G7652/3,1121,1271,杭州,合肥
133,185,G7354,604,756,杭州,常州
133,186,G7353,771,914,常州,杭州
134,195,G7301,395,460,上海,杭州
134,196,G7302,478,543,杭州,上海
134,98,G7042,605,726,上海,南京
134,89,G7115,810,932,南京,上海
135,145,G7266/3,872,1046,合肥,上海
135,237,G7196/7/2,1074,1225,上海,合肥
136,280,D5536/7,1093,1241,南京,南通
136,281,D5548/5,1261,1408,南通,南京
137,266,D5522/3,800,952,南京,南通
137,267,D5534/1,972,1121,南通,南京
138,204,G7325,510,753,上海,温州南
138,205,G7326,783,985,温州南,上海
139,127,G7088/9,774,1014,上海,安庆
139,128,G7090/87,1034,1268,安庆,上海
140,257,G7519,952,1075,上海,宁波
140,258,G7524,1094,1217,宁波,上海
141,82,G7063,975,1100,南京,上海
141,54,G7204,1132,1188,上海,无锡
141,55,G7203,1212,1273,无锡,上海
141,102,G7096,1310,1410,上海,南京
142,167,G7604,730,811,杭州,南京
142,45,G7055,834,951,南京,上海
142,209,G7309,982,1063,上海,杭州
142,318,G9313,1085,1160,杭州,衢州
142,319,G9314,1182,1269,衢州,杭州
143,95,G7107,550,678,南京,上海
143,146,G7282/3,693,854,上海,芜湖
143,337,D9516,925,962,芜湖,南京
