交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
64,526,G7538,1004,1223,苍南,杭州东
65,378,G7369,659,788,杭州东,丽水
65,234,G7335/1,925,992,丽水,苍南
65,235,G7350,1056,1233,苍南,杭州东
66,366,G7175/1,553,648,南京南,上海虹桥
66,484,G7461,664,682,上海虹桥,金山北
66,485,G7461/1,692,884,金山北,温州南
66,273,G7636,993,1176,温州南,湖州
66,224,G7642/1,1183,1241,湖州,南京南
67,366,G7175/1,553,648,南京南,上海虹桥
67,484,G7461,664,682,上海虹桥,金山北
67,485,G7461/1,692,884,金山北,温州南
67,249,G7626,945,1127,温州南,湖州
67,224,G7642/1,1183,1241,湖州,南京南
68,363,G7162/1,572,607,合肥南,全椒
68,364,G7162/2,614,738,全椒,昆山南
68,365,G7162/3,746,764,昆山南,上海虹桥
68,130,G7305,810,876,上海虹桥,杭州
68,135,G7360,937,1041,杭州,上海
68,104,G7256/7,1053,1242,上海,合肥南
69,352,G7240,654,673,上海,昆山南
69,353,G7240/1,679,876,昆山南,六安
69,443,G7158,975,1003,六安,合肥南
69,89,G7254/1,1103,1288,合肥南,上海
70,350,G7412/1,577,616,合肥,六安
70,348,G7234,749,773,六安,合肥南
70,349,G7234/1,782,970,合肥南,上海
70,100,G7222/3,1012,1199,上海,合肥
71,343,G7268/1,688,721,合肥,淮南东
71,193,G7571,740,919,淮南东,无锡
71,192,G7142/1,988,1038,无锡,上海虹桥
71,110,G7156/7,1106,1330,上海虹桥,合肥
72,329,G7202,559,610,上海,无锡
72,195,G7572/2,722,801,无锡,南京南
72,179,D9515,868,905,南京南,芜湖
72,368,G7284,935,979,芜湖,南京南
72,369,G7284/1,988,1107,南京南,上海
72,331,G7204,1132,1152,上海,昆山南
72,332,G7204/1,1159,1188,昆山南,无锡
72,333,G7203,1214,1269,无锡,上海
73,329,G7202,559,610,上海,无锡
73,330,G7201,630,687,无锡,上海
73,367,G7282,694,854,上海,芜湖
73,204,G7088/1,939,1014,芜湖,安庆
73,357,G7090,1034,1274,安庆,上海
74,327,G7206,506,547,上海,苏州
74,328,G7205,564,603,苏州,上海
74,19,G7010,660,759,上海,南京
74,543,D5516,773,912,南京,南通
74,544,D5528,936,1073,南通,南京
74,51,G7065,1092,1220,南京,上海
75,322,G7276,852,1040,上海,合肥
75,323,G7276/1,1046,1079,合肥,淮南东
75,324,G7275,1128,1137,淮南东,水家湖
75,325,G7275/1,1147,1232,水家湖,南京南
75,326,G7275/2,1239,1318,南京南,上海
76,320,G9252/1,508,629,南京南,上海虹桥
76,280,G16,660,861,上海虹桥,济南西
76,315,G145/1,992,1140,济南西,南京南
77,317,G9246,921,941,上海,昆山南
77,318,G9246/1,948,1163,昆山南,安庆
77,577,G9248,1182,1399,安庆,上海
78,313,G7537,689,883,上海虹桥,台州
78,229,G7669/2,948,998,台州,温州南
78,455,G7338,1078,1288,温州南,上海虹桥
79,313,G7537,689,883,上海虹桥,台州
79,229,G7669/2,948,998,台州,温州南
79,310,G2364/3,1021,1137,温州南,宁波
79,437,G9516,1164,1231,宁波,杭州东
79,303,G1364/5,1285,1340,杭州东,上海虹桥
80,306,G2342/1,635,856,杭州东,新余北
80,307,G2342/2,862,937,新余北,长沙南
80,301,G1364,1002,1205,长沙南,衢州
80,467,G7384,1275,1355,衢州,杭州东
81,300,G1349,648,875,上海虹桥,南昌西
81,308,G2344/3,995,1097,南昌西,衢州
81,396,G7650,1128,1167,衢州,义乌
81,261,G1640/1,1258,1363,义乌,上海虹桥
82,297,G1621,480,647,合肥南,上饶
82,282,G1509/1,741,795,上饶,黄山北
82,476,G7416,835,957,黄山北,合肥南
83,294,G268,785,985,合肥南,济南西
83,315,G145/1,992,1140,济南西,南京南
83,222,G7596/2,1308,1363,南京南,合肥南
84,292,G7684,550,727,合肥南,绍兴北
84,257,G7516/1,898,989,绍兴北,上海虹桥
84,138,G7196/7,1074,1225,上海虹桥,合肥南
85,290,G1481,688,787,南京南,杭州东
85,412,G7621,826,850,杭州东,诸暨
85,413,G7621/1,867,1000,诸暨,温州南
85,402,G7628,1165,1377,温州南,南京南
86,290,G1481,688,787,南京南,杭州东
86,412,G7621,826,850,杭州东,诸暨
86,413,G7621/1,867,1000,诸暨,温州南
86,351,G7630,1148,1372,温州南,南京南
87,283,G212,523,745,上海虹桥,曲阜东
87,278,G163/1,816,947,曲阜东,南京南
87,117,G7613,982,1075,南京南,杭州东
87,523,G7550/3,1113,1136,杭州东,嘉兴南
87,524,G7550/4,1142,1171,嘉兴南,上海虹桥
88,279,G163/2,949,1033,南京南,杭州东
88,578,G9313,1085,1160,杭州东,衢州
88,579,G9314,1182,1193,衢州,龙游
88,580,G9314/1,1199,1269,龙游,杭州东
88,159,G7612,1282,1363,杭州东,南京南
89,275,G7546/1,871,932,杭州东,上海虹桥
89,514,G7519,952,1075,上海虹桥,宁波
89,299,G7545/1,1087,1199,宁波,温州南
89,490,G7466,1233,1365,温州南,杭州东
90,269,G7325,510,647,上海虹桥,义乌
90,390,G7348/1,745,759,义乌,诸暨
90,391,G7348/2,766,844,诸暨,上海虹桥
90,82,G7116,974,1095,上海虹桥,南京
90,83,G7123,1114,1230,南京,上海虹桥
91,268,G360,516,757,上海虹桥,郑州东
91,265,G1820,805,1007,郑州东,南京南
91,316,G145/2,1145,1233,南京南,上海虹桥
92,263,G1802,374,462,上海虹桥,南京南
92,241,G7611,530,687,南京南,宁波
92,462,G7512,748,872,宁波,上海虹桥
93,259,G7670/2,773,876,南京南,淮南东
93,420,G7685,900,933,淮南东,合肥
93,421,G7685/1,939,1094,合肥,杭州东
93,422,G7685/2,1104,1129,杭州东,诸暨
93,423,G7316,1163,1187,诸暨,杭州东
93,304,G1326/3,1196,1256,杭州东,上海虹桥
93,336,G7128,1270,1336,上海虹桥,常州
93,236,G7350/2,1362,1408,常州,南京南
94,256,G7501,410,609,上海虹桥,温岭
94,225,G7665/2,728,766,温岭,温州南
94,441,G7326,783,985,温州南,上海虹桥
95,252,G7539,855,1050,上海虹桥,温岭
95,202,G7578/4,1073,1130,温岭,温州南
95,417,G7536,1162,1343,温州南,杭州东
95,260,G1660/2,1351,1398,杭州东,上海虹桥
96,248,G7349,450,642,南京南,义乌
96,270,G7325/1,650,715,义乌,丽水
96,449,G7380,799,811,丽水,缙云西
96,450,G7380/1,820,916,缙云西,杭州东
96,227,G7660/1,970,1048,杭州东,南京南
97,246,G7587,468,654,南京南,杭州东
97,448,G7379,667,779,杭州东,丽水
97,449,G7380,799,811,丽水,缙云西
97,450,G7380/1,820,916,缙云西,杭州东
97,240,G7690/1,964,1069,杭州东,南京南
98,243,G7674/1,617,712,杭州东,南京南
98,244,G7674/2,718,783,南京南,合肥南
98,567,D5659,807,912,合肥南,安庆
98,568,D5660,937,1042,安庆,合肥南
98,162,G9404/1,1066,1236,合肥南,上海虹桥
98,157,G7555,1252,1327,上海虹桥,杭州东
99,241,G7611,530,687,南京南,宁波
99,376,G7608,778,832,宁波,杭州东
99,513,G7514/1,859,920,杭州东,上海虹桥
99,340,G7152,952,1005,上海虹桥,惠山
99,341,G7152/1,1013,1130,惠山,芜湖
99,585,D9520,1200,1238,芜湖,南京南
100,238,G7689/1,565,773,杭州东,苍南
100,494,G7468,787,797,苍南,鳌江
100,495,G7468/1,805,948,鳌江,诸暨
100,496,G7468/2,958,983,诸暨,杭州东
100,436,G9515,1043,1102,杭州东,宁波
100,437,G9516,1164,1231,宁波,杭州东
101,237,G7689,480,563,南京南,杭州东
101,491,G7467,578,601,杭州东,诸暨
101,492,G7467/1,617,730,诸暨,温州南
101,293,G7682,922,1121,温州南,湖州
101,250,G7626/1,1129,1189,湖州,南京南
102,237,G7689,480,563,南京南,杭州东
102,491,G7467,578,601,杭州东,诸暨
102,251,G7619/2,765,879,诸暨,温州南
102,486,G7464,904,986,温州南,金华南
102,393,G7644,1013,1161,金华南,南京南
103,221,G7511,713,905,上海虹桥,温岭
103,202,G7578/4,1073,1130,温岭,温州南
103,417,G7536,1162,1343,温州南,杭州东
103,418,G7536/1,1350,1398,杭州东,上海虹桥
104,220,G7506/1,636,695,杭州东,上海虹桥
104,111,G7164/5,787,965,上海虹桥,合肥南
104,258,G7664,982,1145,合肥南,杭州东
104,309,G2344/5,1191,1257,杭州东,宁波
104,517,G7534,1282,1301,宁波,余姚北
104,518,G7534/1,1307,1347,余姚北,杭州东
105,219,G7598,626,821,合肥南,嘉兴南
105,201,G7578/2,896,985,嘉兴南,宁波
105,463,G7522,1035,1054,宁波,余姚北
105,522,G7550/2,1060,1101,余姚北,杭州东
105,118,G7652/3,1121,1271,杭州东,合肥南
106,198,G7355/1,646,720,杭州东,衢州
106,345,G7356,736,939,衢州,常州
106,199,G7585,966,1135,常州,余姚北
106,518,G7534/1,1307,1347,余姚北,杭州东
107,197,G7355,455,640,南京,杭州东
107,233,G7332/1,650,711,杭州东,上海虹桥
107,73,G7110,766,895,上海虹桥,南京
108,196,G7572/3,803,917,南京南,淮南东
108,344,G7267,935,1159,淮南东,上海
108,38,G7068,1219,1341,上海,南京南
109,188,G7076,383,549,上海,芜湖
109,583,D9510,562,599,芜湖,南京南
109,176,D9511,620,663,南京南,芜湖
109,584,D9512,689,732,芜湖,南京南
109,109,G7229,779,902,南京南,上海
110,186,G7136,630,792,上海虹桥,芜湖
110,178,D9514,805,848,芜湖,南京南
110,395,G7649,940,1113,南京南,衢州
110,302,G1364/1,1207,1340,衢州,上海虹桥
111,179,D9515,868,905,南京南,芜湖
111,208,G7092/1,993,1068,芜湖,安庆
111,209,G7094,1128,1307,安庆,常州
111,236,G7350/2,1362,1408,常州,南京南
112,179,D9515,868,905,南京南,芜湖
112,338,G7288,1017,1103,芜湖,丹阳
112,247,G7588/3,1283,1324,丹阳,南京南
113,177,D9513,745,782,南京南,芜湖
113,187,G7136/1,794,869,芜湖,安庆
113,568,D5660,937,1042,安庆,合肥南
113,119,G7658/5,1128,1302,合肥南,杭州东
113,232,G7668/1,1313,1394,杭州东,南京南
114,176,D9511,620,663,南京南,芜湖
114,191,G7084/1,677,752,芜湖,安庆
114,550,D5658,814,925,安庆,合肥南
114,276,G7618,938,1129,合肥南,义乌
114,397,G7650/1,1174,1188,义乌,诸暨
114,398,G7650/2,1194,1310,诸暨,南京南
115,171,G9232/3,385,597,上海虹桥,铜陵
115,172,G9234/1,615,800,铜陵,上海虹桥
115,130,G7305,810,876,上海虹桥,杭州
115,131,G7308,892,951,杭州,上海虹桥
116,170,D5495,435,463,合肥南,六安
116,362,G7162,535,559,六安,合肥南
116,296,G1601,565,734,合肥南,上饶
116,282,G1509/1,741,795,上饶,黄山北
116,476,G7416,835,957,黄山北,合肥南
117,170,D5495,435,463,合肥南,六安
117,314,G266,490,529,六安,合肥
117,350,G7412/1,577,616,合肥,六安
117,426,G7198,794,822,六安,合肥南
118,168,DJ8697,300,390,南京南,安庆
118,564,D5652,409,520,安庆,合肥南
118,216,G7378,567,747,合肥南,上海虹桥
118,217,G7378/1,771,833,上海虹桥,杭州东
118,377,G7608/1,849,947,杭州东,南京南
119,166,0G7307,348,415,南京南,溧阳
119,431,G7307,426,494,溧阳,杭州
119,432,G7307/1,514,583,杭州,上海虹桥
119,141,G7180,615,698,上海虹桥,南京南
120,165,0D5645,342,413,南京南,马鞍山东
120,406,D5646,430,448,马鞍山东,南京南
120,264,G1802/1,464,699,南京南,郑州东
120,265,G1820,805,1007,郑州东,南京南
121,160,DJ8698,312,402,合肥南,南京南
121,37,G7103,439,565,南京南,上海虹桥
121,141,G7180,615,698,上海虹桥,南京南
121,244,G7674/2,718,783,南京南,合肥南
122,158,G7556,408,483,杭州东,上海虹桥
122,269,G7325,510,647,上海虹桥,义乌
122,272,G7638/1,655,771,义乌,温州南
122,407,G7622,894,1027,温州南,杭州东
123,154,G7395/8,447,660,上海虹桥,南京南
123,244,G7674/2,718,783,南京南,合肥南
123,405,G7676,803,1029,合肥南,宁波
123,521,G7550/1,1035,1054,宁波,余姚北
123,464,G7522/1,1060,1166,余姚北,上海虹桥
124,151,G7558,426,492,杭州东,上海虹桥
124,312,G576,504,703,上海虹桥,六安
124,348,G7234,749,773,六安,合肥南
124,148,G7566/3,826,1086,合肥南,杭州东
125,150,DJ7698,306,374,上海虹桥,南京南
125,47,G7037,400,538,南京南,上海
125,329,G7202,559,610,上海,无锡
125,214,G7221/1,681,739,无锡,上海
125,32,G7048,745,874,上海,南京
125,76,G7117,882,1004,南京,上海虹桥
126,147,DJ7725,287,333,上海虹桥,杭州东
126,459,G7341,360,503,杭州东,温州南
126,460,G7341/1,513,549,温州南,苍南
126,277,G164,614,771,苍南,义乌
126,400,G7334/1,798,847,义乌,海宁西
126,401,G7334/2,854,908,海宁西,上海虹桥
127,147,DJ7725,287,333,上海虹桥,杭州东
127,459,G7341,360,503,杭州东,温州南
127,460,G7341/1,513,549,温州南,苍南
127,380,G7322,728,942,苍南,上海虹桥
128,147,DJ7725,287,333,上海虹桥,杭州东
128,459,G7341,360,503,杭州东,温州南
128,440,G7324,518,720,温州南,上海虹桥
129,141,G7180,615,698,上海虹桥,南京南
129,554,D5605,830,950,南京南,安庆
129,555,D5608,968,1088,安庆,南京南
129,155,G7397/6,1094,1284,南京南,上海虹桥
130,139,G7301,395,460,上海虹桥,杭州
130,140,G7302,478,543,杭州,上海虹桥
130,361,G7132,581,813,上海虹桥,安庆
130,210,G7146,832,975,安庆,镇江
130,211,G7146/1,981,1073,镇江,上海虹桥
131,129,G7304,690,759,杭州,上海虹桥
131,161,G9402/3,831,1027,上海虹桥,合肥南
131,112,G7166/3,1038,1225,合肥南,上海虹桥
131,132,G7315,1290,1348,上海虹桥,杭州
132,128,G7351,578,667,上海,杭州
132,129,G7304,690,759,杭州,上海虹桥
132,416,G7515,840,955,上海虹桥,宁波
132,254,G7520,976,1133,宁波,昆山南
132,332,G7204/1,1159,1188,昆山南,无锡
132,333,G7203,1214,1269,无锡,上海
133,127,G7604,730,811,杭州东,南京南
133,394,G7609,833,980,南京南,宁波
133,230,G7590,1002,1127,宁波,上海虹桥
133,509,G7535,1141,1195,上海虹桥,杭州东
133,510,G7535/1,1205,1258,杭州东,宁波
133,517,G7534,1282,1301,宁波,余姚北
133,518,G7534/1,1307,1347,余姚北,杭州东
134,126,DJ7699,310,378,南京南,上海虹桥
134,456,G7333,389,596,上海虹桥,温州南
134,411,G7624/1,635,769,温州南,杭州东
134,377,G7608/1,849,947,杭州东,南京南
135,120,G7634/1,759,911,合肥南,杭州东
135,121,G7656/7,934,1108,杭州东,合肥南
135,482,G7423,1145,1246,合肥南,黄山北
135,483,G7422,1265,1359,黄山北,合肥南
136,115,G7266/3,872,1046,合肥南,上海
136,213,G7292,1064,1261,上海,徐州东
136,295,G271/1,1320,1409,徐州东,合肥南
137,114,G7264/5,677,852,上海,合肥南
137,286,G7388,866,1048,合肥南,上海虹桥
137,84,G7120,1089,1209,上海虹桥,南京
137,65,G7069,1241,1360,南京,上海
138,113,G7258/5,461,657,合肥南,上海
138,370,G7296,760,897,上海,蚌埠南
138,371,G7296/1,906,944,蚌埠南,徐州东
138,372,G7296/2,953,999,徐州东,淮北
138,373,G7454,1020,1160,淮北,合肥南
139,109,G7229,779,902,南京南,上海
139,50,G7052,939,1064,上海,南京
139,45,G7097,1120,1244,南京,上海
139,52,G7030,1260,1379,上海,南京南
140,103,G7238/5,840,1031,合肥南,上海
140,334,G7208,1042,1075,上海,苏州
140,335,G7207,1100,1145,苏州,上海
140,116,G7260/1,1152,1337,上海,合肥南
141,101,G7043,491,618,南京南,上海
141,212,G130,675,863,上海,徐州东
141,267,G411/1,878,1045,徐州东,上海虹桥
141,319,G9250,1081,1210,上海虹桥,南京南
142,99,G7031,354,474,南京南,上海
142,346,G7232,495,541,上海,无锡新区
142,347,G7232/1,547,725,无锡新区,六安
142,354,G7242,918,946,六安,合肥南
142,355,G7242/1,955,1009,合肥南,南京南
143,97,G7029,336,450,南京,上海
143,2,G7004,480,579,上海,南京
143,184,D9522/3,600,774,南京,南通
143,185,D9524/1,853,1014,南通,南京
144,94,G7114,847,967,上海虹桥,南京
144,95,G7119,983,1105,南京,上海虹桥
144,507,G9311,1125,1179,上海虹桥,杭州东
144,508,G9311/1,1185,1266,杭州东,衢州
144,169,G9312,1286,1407,衢州,上海虹桥
145,93,G7111,629,748,南京,上海虹桥
145,217,G7378/1,771,833,上海虹桥,杭州东
145,291,G1484/3,983,1073,杭州东,南京南
145,375,G7298/1,1093,1165,南京南,上海
145,70,G7062,1172,1293,上海,南京
146,92,G7036,490,614,上海,南京
146,5,G7009,660,759,南京,上海
146,203,G7088,774,937,上海,芜湖
146,338,G7288,1017,1103,芜湖,丹阳
146,339,G7288/1,1109,1207,丹阳,上海
147,91,G7127,800,936,南京南,上海虹桥
147,298,G7545,947,1070,上海虹桥,宁波
147,515,G7524,1094,1217,宁波,上海虹桥
147,144,G7126,1230,1353,上海虹桥,南京南
148,85,G7107,550,678,南京,上海虹桥
148,75,G7108,700,824,上海虹桥,南京
148,541,D5526,842,1005,南京,南通
148,542,D5538,1055,1210,南通,南京
149,80,G7106,665,778,上海虹桥,南京
149,87,G7053,790,915,南京,上海
149,88,G7252/3,944,1077,上海,合肥南
149,311,G578/1,1096,1246,合肥南,上海虹桥
149,157,G7555,1252,1327,上海虹桥,杭州东
149,499,G7462/1,1340,1385,杭州东,上海虹桥
150,79,G7105,518,644,南京,上海虹桥
150,284,G7386/1,654,788,上海虹桥,全椒
150,285,G7386/2,795,836,全椒,合肥南
150,115,G7266/3,872,1046,合肥南,上海
150,64,G7058,1093,1220,上海,南京
151,75,G7108,700,824,上海虹桥,南京
151,43,G7055,834,951,南京,上海
151,106,G7064,975,1100,上海,南京南
151,122,G7603,1130,1218,南京南,杭州东
151,458,G7340/1,1265,1324,杭州东,上海虹桥
152,66,G7032,353,474,上海,南京
152,16,G7003,480,579,南京,上海
152,54,G7040,594,712,上海,南京
152,55,G7051,729,853,南京,上海
153,59,G7101,371,500,南京,上海虹桥
