交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
76,102,G7096,1310,1410,上海,南京
77,300,D5607,1010,1136,南京,安庆
77,301,D5610,1156,1270,安庆,南京
78,344,D9526/7,1037,1186,南京,南通
78,345,D9528/5,1209,1357,南通,南京
79,145,G7266/3,872,1046,合肥,上海
79,237,G7196/7/2,1074,1225,上海,合肥
80,168,G7609,833,980,南京,宁波
80,112,G7584,1013,1281,宁波,南京
81,225,G7517,896,1011,上海,宁波
81,260,G7550,1060,1170,宁波,上海
82,289,D5641,420,463,南京,芜湖
82,83,G7150/47,498,664,芜湖,上海
82,84,G7108,700,824,上海,南京
83,240,G7427,1083,1193,合肥,安庆
83,295,D5666,1249,1348,安庆,合肥
84,324,G9501,490,599,合肥,安庆
84,305,D5656,676,781,安庆,合肥
85,40,G7276/7/6,852,1079,上海,淮南东
85,41,G7275/8/5,1128,1318,淮南东,上海
86,204,G7325,510,753,上海,温州南
86,205,G7326,783,985,温州南,上海
87,138,G7132/3,581,813,上海,安庆
87,139,G7146/3,832,1073,安庆,上海
88,127,G7088/9,774,1014,上海,安庆
88,128,G7090/87,1034,1268,安庆,上海
89,129,G7080/1,464,712,上海,安庆
89,130,G7138/5,743,982,安庆,上海
90,124,G7072/3,348,611,上海,安庆
90,125,G7134/1,632,870,安庆,上海
91,190,G7501,410,687,上海,苍南
91,156,G7322,728,944,苍南,上海
92,131,G7092/3,828,1073,上海,安庆
92,132,G7094/1,1128,1368,安庆,上海
93,185,G7354,604,756,杭州,常州
93,186,G7353,771,914,常州,杭州
94,211,DJ7731,291,445,杭州,温州南
94,212,G7568,480,637,温州南,杭州
95,276,D5526/7,842,1005,南京,南通
95,277,D5538/5,1055,1210,南通,南京
96,270,D5532/3,949,1110,南京,南通
96,271,D5544/1,1168,1320,南通,南京
97,251,G7541,361,550,上海,台州
97,252,G7508,565,747,台州,上海
98,246,G7467,578,766,杭州,苍南
98,247,G7468,787,983,苍南,杭州
99,217,G7341,360,549,杭州,苍南
99,172,G7624,593,769,苍南,杭州
100,342,D9522/3,600,774,南京,南通
100,343,D9524/1,853,1014,南通,南京
101,336,D9515,868,905,南京,芜湖
101,147,G7284/1,938,1083,芜湖,上海
101,229,G7391/4,1098,1304,上海,南京
102,152,G7369,389,472,杭州,丽水
102,153,G7632/3,488,737,丽水,合肥
102,154,G7634/1,759,911,合肥,杭州
103,191,G7417,785,893,合肥,黄山北
103,235,G7418/2,933,1034,黄山北,合肥
103,308,D5663,1064,1175,合肥,安庆
103,309,D5664,1195,1300,安庆,合肥
104,242,G7461,664,884,上海,温州南
104,243,G7464,904,1047,温州南,杭州
104,210,G7312,1080,1140,杭州,上海
105,47,G7097,1120,1244,南京,上海
105,48,G7098,1265,1378,上海,南京
106,12,G7023,1080,1179,南京,上海
106,206,G7126,1230,1353,上海,南京
107,108,G7114,847,967,上海,南京
107,338,D9517,995,1038,南京,芜湖
107,339,D9518,1060,1103,芜湖,南京
107,13,G7025,1140,1239,南京,上海
108,234,G7417/2,785,893,合肥,黄山北
108,192,G7418,933,1034,黄山北,合肥
108,286,D5662,1082,1187,合肥,安庆
108,241,G7428,1219,1315,安庆,合肥
109,116,G7043,491,618,南京,上海
109,44,G7044,646,764,上海,南京
110,29,G7034,414,559,上海,南京
110,4,G7007,600,700,南京,上海
111,120,G7228/5,480,612,合肥,上海
111,117,G7236/7,640,819,上海,合肥
112,167,G7604,730,811,杭州,南京
112,293,D5605,828,954,南京,安庆
112,294,D5608,974,1094,安庆,南京
112,158,G7603,1130,1218,南京,杭州
113,96,G7148/9,815,982,上海,芜湖
113,97,G7288/5,1017,1207,芜湖,上海
114,218,DJ7725,287,333,上海,杭州
114,261,G7556,408,483,杭州,上海
114,3,G7006,540,639,上海,南京
114,5,G7009,660,759,南京,上海
115,110,G7029,336,450,南京,上海
115,2,G7004,480,579,上海,南京
115,30,G7047,609,727,南京,上海
115,31,G7048,745,874,上海,南京
116,103,G7127,800,936,南京,上海
116,123,G7064,975,1100,上海,南京
117,143,G7258/5,461,657,合肥,上海
117,144,G7264/5,677,852,上海,合肥
118,296,D5653,438,544,合肥,安庆
118,325,G9502,622,725,安庆,合肥
119,266,D5522/3,800,952,南京,南通
119,267,D5534/1,972,1121,南通,南京
120,34,DJ7716,305,408,上海,南京
120,173,G7505,433,650,南京,宁波
120,174,G7510,684,807,宁波,上海
121,227,G7558,426,492,杭州,上海
121,177,G7351,578,667,上海,杭州
122,322,G9408/5,913,1064,合肥,上海
122,140,G7156/7,1106,1330,上海,合肥
123,248,G7465,1029,1172,杭州,温州南
123,245,G7466,1233,1370,温州南,杭州
124,141,G7164/5,787,965,上海,合肥
124,164,G7250/47,997,1190,合肥,上海
125,320,G9402/3,831,1027,上海,合肥
125,321,G9404/1,1066,1236,合肥,上海
126,92,G7084/5,517,758,上海,安庆
126,93,G7142/39,796,1038,安庆,上海
127,180,G7308,892,951,杭州,上海
127,90,G7116,974,1095,上海,南京
127,134,G7099,1125,1257,南京,上海
127,183,G7315,1290,1348,上海,杭州
128,21,G7013,780,879,南京,上海
128,23,G7018,900,1005,上海,南京
128,25,G7021,1020,1121,南京,上海
128,27,G7026,1140,1240,上海,南京
129,289,D5641,420,463,南京,芜湖
129,290,D5642,482,525,芜湖,南京
129,73,G7045,569,696,南京,上海
129,81,G7110,766,895,上海,南京
130,178,G7304,690,759,杭州,上海
130,68,G7112,793,916,上海,南京
130,149,G7613,982,1075,南京,杭州
131,118,G7238/5,840,1031,合肥,上海
131,119,G7256/7,1053,1242,上海,合肥
132,62,G7050,870,990,上海,南京
132,63,G7121,1015,1137,南京,上海
133,95,G7107,550,678,南京,上海
133,146,G7282/3,693,854,上海,芜湖
133,337,D9516,925,962,芜湖,南京
134,91,G7123,1114,1230,南京,上海
134,58,G7030,1260,1379,上海,南京
135,274,D5506/7,480,635,南京,南通
135,275,D5518/5,655,807,南通,南京
136,179,G7305,810,876,上海,杭州
136,215,G7567,937,1093,杭州,温州南
136,216,G7340,1114,1324,温州南,上海
137,218,DJ7725,287,333,上海,杭州
137,219,G7361,350,444,杭州,江山
137,220,G7364,459,636,江山,上海
138,223,G7507,496,728,南京,宁波
138,148,G7608,778,947,宁波,南京
139,114,G7232/3,495,725,上海,六安
139,193,G7198/5,793,1032,六安,上海
140,207,G7543,427,665,上海,温州南
140,208,G7546,680,930,温州南,上海
141,59,G7039,434,554,南京,上海
141,98,G7042,605,726,上海,南京
141,334,D9513,745,782,南京,芜湖
141,335,D9514,805,848,芜湖,南京
142,99,G7053,790,915,南京,上海
142,56,G7052,939,1064,上海,南京
143,306,D5659,803,908,合肥,安庆
143,307,D5660,936,1041,安庆,合肥
143,286,D5662,1082,1187,合肥,安庆
143,287,D5665,1225,1331,安庆,合肥
144,87,G7105,518,644,南京,上海
144,88,G7106,665,778,上海,南京
